object_id	trip_id
7.883.682-2	AQCS22 AQCS21
18.385.750-9	AQCS11 AQCS13 AQCS12
10.455.062-2	AQCS11 AQCS13 AQCS12
21.615.572-6	AQCS11 AQCS13 AQCS12
9.956.545-4	AQCS22 AQCS21
5.377.147-5	AQCS11 AQCS13 AQCS12
9.524.769-5	AQCS22 AQCS21
12.426.525-8	AQCS22 AQCS21
15.926.141-7	AQCS22 AQCS21
9.626.166-7	AQCS11 AQCS13 AQCS12
12.003.505-3	AQCS22 AQCS21
14.807.691-k	AQCS22 AQCS21
13.648.461-3	AQCS22 AQCS21
18.411.235-3	AQCS11 AQCS13 AQCS12
19.552.855-1	AQCS11
19.380.575-2	AQCS22 AQCS21
17.414.928-3	AQCS11 AQCS13 AQCS12
12.648.589-1	AQCS22 AQCS21
14.033.925-3	AQCS11 AQCS13 AQCS12
14.447.631-k	AQCS11 AQCS13 AQCS12
11.126.773-1	AQCS22 AQCS21
10.074.335-3	AQCS11 AQCS13 AQCS12
6.425.147-3	AQCS22 AQCS21
15.798.412-8	AQCS22 AQCS21
5.033.076-1	AQCS13
14.484.562-5	AQCS22 AQCS21
9.503.718-6	AQCS13
13.182.018-6	AQCS11 AQCS13 AQCS12
15.201.906-8	AQCS22
20.750.641-9	AQCS22
19.378.647-2	AQCS11 AQCS13 AQCS12
15.774.508-5	AQCS13
16.587.018-2	AQCS22 AQCS21
15.592.925-1	AQCS22 AQCS21
5.546.637-8	AQCS22 AQCS21
16.671.296-3	AQCS11 AQCS13 AQCS12
20.665.289-6	AQCS22 AQCS21
14.636.357-1	AQCS22 AQCS21
20.572.867-8	AQCS22 AQCS21
19.200.751-8	AQCS11 AQCS13 AQCS12
8.168.066-3	AQCS22
20.028.797-5	AQCS22 AQCS21
12.428.316-7	AQCS11 AQCS13 AQCS12
20.682.198-1	AQCS11
11.072.513-2	AQCS22 AQCS21
8.238.422-7	AQCS22 AQCS21
15.669.891-1	AQCS11 AQCS13 AQCS12
17.843.875-1	AQCS22 AQCS21
21.226.663-9	AQCS11 AQCS13 AQCS12
18.547.776-2	AQCS22
7.497.091-5	AQCS22 AQCS21
16.306.368-9	AQCS22 AQCS21
14.508.153-k	AQCS22 AQCS21
14.550.806-1	AQCS22 AQCS21
14.505.063-4	AQCS11 AQCS13 AQCS12
7.112.727-3	AQCS22 AQCS21
15.301.132-k	AQCS11 AQCS12
8.254.717-7	AQCS22 AQCS21
11.498.420-5	AQCS22 AQCS21
13.502.909-2	AQCS22
16.007.362-4	AQCS22 AQCS21
9.847.476-5	AQCS11 AQCS12
6.248.204-4	AQCS11 AQCS13 AQCS12
16.221.741-k	AQCS11 AQCS13 AQCS12
6.896.146-7	AQCS22 AQCS21
18.843.317-k	AQCS22 AQCS21
10.507.041-1	AQCS11 AQCS13 AQCS12
7.581.364-3	AQCS13 AQCS12
9.990.340-6	AQCS11 AQCS13 AQCS12
7.960.144-6	AQCS22 AQCS21
16.038.111-6	AQCS22 AQCS21
21.050.425-7	AQCS11 AQCS13 AQCS12
9.766.627-k	AQCS11 AQCS12
10.902.126-1	AQCS22 AQCS21
8.528.294-8	AQCS22 AQCS21
19.242.320-1	AQCS22 AQCS21
12.790.998-9	AQCS11 AQCS13 AQCS12
16.662.991-8	AQCS11 AQCS12
10.583.733-k	AQCS22 AQCS21
14.590.566-4	AQCS11 AQCS13 AQCS12
17.906.807-9	AQCS11 AQCS13 AQCS12
21.340.517-9	AQCS22 AQCS21
18.776.330-4	AQCS22 AQCS21
15.981.706-7	AQCS11 AQCS13 AQCS12
21.338.985-8	AQCS22 AQCS21
10.253.260-k	AQCS22 AQCS21
14.213.253-2	AQCS11 AQCS13 AQCS12
20.647.131-k	AQCS22 AQCS21
8.326.725-9	AQCS11 AQCS13 AQCS12
15.910.867-8	AQCS22 AQCS21
8.856.074-4	AQCS11 AQCS13 AQCS12
14.871.060-k	AQCS22 AQCS21
10.940.495-k	AQCS11 AQCS13 AQCS12
12.368.391-9	AQCS11 AQCS13 AQCS12
21.109.727-2	AQCS11 AQCS13 AQCS12
17.374.475-7	AQCS22 AQCS21
21.280.410-k	AQCS11 AQCS12
6.141.690-k	AQCS11 AQCS13 AQCS12
14.574.704-k	AQCS11 AQCS13 AQCS12
19.512.311-k	AQCS22 AQCS21
21.863.073-1	AQCS11 AQCS12
20.076.004-2	AQCS11 AQCS13 AQCS12
21.241.405-k	AQCS22 AQCS21
12.086.384-3	AQCS22 AQCS21
21.077.483-1	AQCS22 AQCS21
16.927.787-7	AQCS11 AQCS13 AQCS12
8.631.383-9	AQCS11 AQCS13 AQCS12
11.371.758-k	AQCS22 AQCS21
18.594.549-9	AQCS22
21.034.657-k	AQCS22 AQCS21
12.260.135-8	AQCS11 AQCS13 AQCS12
15.175.632-8	AQCS22 AQCS21
9.707.547-6	AQCS22 AQCS21
14.695.809-5	AQCS22 AQCS21
20.844.794-7	AQCS11
18.539.999-k	AQCS22 AQCS21
21.374.969-2	AQCS13
14.355.750-2	AQCS11 AQCS12
17.511.201-4	AQCS11 AQCS13 AQCS12
11.801.530-4	AQCS11 AQCS13 AQCS12
21.043.287-6	AQCS22 AQCS21
5.668.989-3	AQCS11 AQCS13 AQCS12
13.184.898-6	AQCS11 AQCS13 AQCS12
8.499.828-1	AQCS13
13.162.281-3	AQCS22 AQCS21
16.783.481-7	AQCS22 AQCS21
17.224.858-6	AQCS22 AQCS21
7.056.239-1	AQCS11 AQCS13 AQCS12
11.384.737-9	AQCS13
20.426.368-k	AQCS11 AQCS13 AQCS12
5.330.416-8	AQCS11 AQCS13 AQCS12
15.368.143-k	AQCS13
10.516.314-2	AQCS11 AQCS13 AQCS12
11.124.150-3	AQCS11 AQCS13 AQCS12
19.446.070-8	AQCS22 AQCS21
10.205.291-9	AQCS22 AQCS21
19.535.554-1	AQCS11 AQCS13 AQCS12
6.550.166-k	AQCS11 AQCS13 AQCS12
6.810.561-7	AQCS22
13.481.330-k	AQCS11 AQCS13 AQCS12
7.422.693-k	AQCS11 AQCS13 AQCS12
13.664.719-9	AQCS11 AQCS13 AQCS12
12.883.659-4	AQCS11 AQCS13 AQCS12
21.973.830-7	AQCS22 AQCS21
10.152.933-9	AQCS11 AQCS13 AQCS12
17.372.955-3	AQCS11 AQCS13 AQCS12
18.346.006-4	AQCS13
5.654.411-9	AQCS11 AQCS13 AQCS12
14.881.930-k	AQCS11 AQCS13 AQCS12
15.969.248-5	AQCS11 AQCS13 AQCS12
19.148.841-5	AQCS22 AQCS21
5.022.020-6	AQCS22 AQCS21
10.598.027-2	AQCS11 AQCS13 AQCS12
17.664.017-k	AQCS22 AQCS21
10.241.251-6	AQCS11 AQCS13 AQCS12
10.499.561-6	AQCS22 AQCS21
7.064.414-2	AQCS11 AQCS13 AQCS12
21.603.030-3	AQCS22 AQCS21
5.527.818-k	AQCS22
10.659.709-k	AQCS11 AQCS13 AQCS12
6.285.959-8	AQCS11 AQCS13 AQCS12
7.408.733-7	AQCS11 AQCS13 AQCS12
19.894.912-4	AQCS22 AQCS21
10.672.294-3	AQCS11 AQCS13 AQCS12
10.768.620-7	AQCS22 AQCS21
17.976.363-k	AQCS11 AQCS13 AQCS12
11.550.040-6	AQCS11
16.537.566-1	AQCS22 AQCS21
12.324.471-k	AQCS11 AQCS13 AQCS12
16.521.020-4	AQCS22
16.194.730-k	AQCS11 AQCS13 AQCS12
17.530.188-7	AQCS22 AQCS21
15.643.167-2	AQCS11 AQCS13 AQCS12
13.337.149-4	AQCS11 AQCS12
8.866.098-6	AQCS22 AQCS21
7.204.142-9	AQCS11 AQCS12
16.795.969-5	AQCS13 AQCS12
18.001.806-9	AQCS22 AQCS21
17.426.670-k	AQCS11
6.401.588-5	AQCS22 AQCS21
17.579.574-k	AQCS22 AQCS21
6.479.750-6	AQCS11 AQCS13 AQCS12
16.214.573-8	AQCS22 AQCS21
12.541.127-4	AQCS22 AQCS21
19.102.643-8	AQCS22 AQCS21
19.989.060-3	AQCS22 AQCS21
13.587.144-3	AQCS22 AQCS21
6.317.644-3	AQCS11 AQCS13 AQCS12
14.884.849-1	AQCS22 AQCS21
14.771.926-4	AQCS22
8.633.602-2	AQCS11 AQCS13 AQCS12
11.768.998-k	AQCS22 AQCS21
6.082.044-9	AQCS22 AQCS21
12.487.016-k	AQCS22 AQCS21
7.649.949-7	AQCS11
14.271.748-4	AQCS13 AQCS12
11.536.549-5	AQCS13
21.014.210-k	AQCS11
7.118.128-6	AQCS13
15.251.197-3	AQCS11 AQCS13 AQCS12
10.951.834-4	AQCS22 AQCS21
18.277.819-2	AQCS11 AQCS13 AQCS12
10.836.407-6	AQCS22 AQCS21
6.657.885-2	AQCS11 AQCS13 AQCS12
5.562.325-2	AQCS22 AQCS21
15.574.095-7	AQCS11 AQCS13 AQCS12
5.964.643-5	AQCS11 AQCS12
13.201.607-k	AQCS22 AQCS21
13.760.671-2	AQCS22 AQCS21
18.413.123-4	AQCS22 AQCS21
11.322.151-8	AQCS11 AQCS13 AQCS12
9.723.005-6	AQCS22 AQCS21
7.552.331-9	AQCS11 AQCS13 AQCS12
16.625.114-1	AQCS11 AQCS13 AQCS12
20.204.825-k	AQCS11 AQCS13 AQCS12
21.995.437-9	AQCS11 AQCS13 AQCS12
17.037.522-k	AQCS11 AQCS13 AQCS12
11.514.101-5	AQCS11 AQCS13 AQCS12
14.897.454-3	AQCS11 AQCS13 AQCS12
10.881.269-9	AQCS11 AQCS13 AQCS12
16.402.975-1	AQCS22 AQCS21
19.020.594-k	AQCS13 AQCS12
18.444.228-k	AQCS22
18.878.649-9	AQCS11 AQCS13 AQCS12
5.314.160-9	AQCS22
17.574.716-8	AQCS22 AQCS21
8.936.057-9	AQCS22 AQCS21
20.306.710-k	AQCS22 AQCS21
11.848.524-6	AQCS22 AQCS21
5.594.989-1	AQCS22 AQCS21
15.389.658-5	AQCS22
11.868.244-k	AQCS11 AQCS13 AQCS12
5.498.770-6	AQCS11 AQCS13 AQCS12
11.111.899-k	AQCS22 AQCS21
14.424.191-6	AQCS22 AQCS21
5.332.512-2	AQCS11 AQCS13 AQCS12
20.803.743-9	AQCS22 AQCS21
18.006.366-8	AQCS22 AQCS21
7.196.570-8	AQCS11 AQCS12
11.519.984-6	AQCS22 AQCS21
17.293.476-5	AQCS11 AQCS13 AQCS12
13.391.698-9	AQCS11 AQCS13 AQCS12
13.955.207-5	AQCS11 AQCS13 AQCS12
11.713.936-k	AQCS11 AQCS13 AQCS12
11.719.069-2	AQCS22 AQCS21
6.758.817-7	AQCS11 AQCS13 AQCS12
21.113.961-7	AQCS11 AQCS13 AQCS12
12.475.404-6	AQCS22
16.961.133-5	AQCS13
6.502.255-9	AQCS22 AQCS21
19.192.363-4	AQCS22 AQCS21
5.358.522-1	AQCS11 AQCS13 AQCS12
5.176.963-5	AQCS11 AQCS13 AQCS12
19.995.070-3	AQCS22 AQCS21
14.197.635-4	AQCS11 AQCS12
18.879.978-7	AQCS11 AQCS12
20.705.604-9	AQCS22 AQCS21
16.932.097-7	AQCS11 AQCS12
6.316.358-9	AQCS11 AQCS13 AQCS12
17.208.239-4	AQCS22 AQCS21
16.261.741-9	AQCS22 AQCS21
20.404.097-4	AQCS11 AQCS13 AQCS12
17.363.385-8	AQCS11 AQCS13 AQCS12
9.384.620-6	AQCS22
10.697.873-5	AQCS22 AQCS21
14.656.947-1	AQCS11 AQCS13 AQCS12
16.574.787-9	AQCS22 AQCS21
16.074.001-9	AQCS22 AQCS21
7.164.647-5	AQCS22 AQCS21
14.041.054-3	AQCS11 AQCS13 AQCS12
21.824.144-1	AQCS22 AQCS21
7.066.775-4	AQCS11 AQCS13 AQCS12
13.250.335-4	AQCS22 AQCS21
14.580.196-6	AQCS11 AQCS13 AQCS12
9.414.736-k	AQCS11 AQCS13 AQCS12
9.098.462-4	AQCS22 AQCS21
19.975.199-9	AQCS11 AQCS12
15.367.171-k	AQCS11 AQCS13 AQCS12
15.336.659-4	AQCS11 AQCS13 AQCS12
11.544.056-k	AQCS11 AQCS13 AQCS12
21.034.708-9	AQCS13
21.546.324-9	AQCS11 AQCS13 AQCS12
10.126.323-1	AQCS22 AQCS21
17.780.985-3	AQCS22 AQCS21
12.078.666-k	AQCS22 AQCS21
20.710.384-5	AQCS11 AQCS13 AQCS12
13.358.443-9	AQCS22 AQCS21
20.390.928-4	AQCS11 AQCS13 AQCS12
21.689.901-6	AQCS11 AQCS13 AQCS12
21.362.384-2	AQCS22 AQCS21
14.325.619-7	AQCS11 AQCS13 AQCS12
13.489.908-5	AQCS22 AQCS21
19.316.928-7	AQCS22 AQCS21
20.696.521-5	AQCS11 AQCS13 AQCS12
16.553.183-3	AQCS22
15.601.906-2	AQCS11 AQCS13 AQCS12
6.555.300-7	AQCS13 AQCS12
18.893.549-4	AQCS22 AQCS21
7.728.007-3	AQCS22 AQCS21
7.117.760-2	AQCS11 AQCS13 AQCS12
11.381.697-k	AQCS11 AQCS13 AQCS12
7.761.867-8	AQCS22 AQCS21
18.125.805-5	AQCS13
13.368.471-9	AQCS22 AQCS21
7.481.860-9	AQCS11 AQCS13 AQCS12
21.439.318-2	AQCS22 AQCS21
21.431.751-6	AQCS11 AQCS12
18.745.759-9	AQCS22 AQCS21
8.202.696-7	AQCS11 AQCS13 AQCS12
5.082.292-3	AQCS22 AQCS21
19.322.894-1	AQCS22
6.921.221-2	AQCS22
13.014.479-9	AQCS11 AQCS13 AQCS12
13.369.085-9	AQCS22
20.891.206-2	AQCS22 AQCS21
18.804.388-7	AQCS11 AQCS13 AQCS12
18.459.448-k	AQCS11 AQCS13 AQCS12
19.012.703-6	AQCS22 AQCS21
7.449.375-k	AQCS22
12.192.946-5	AQCS22 AQCS21
14.640.110-4	AQCS11 AQCS13 AQCS12
17.276.565-3	AQCS22 AQCS21
10.619.455-6	AQCS11 AQCS13 AQCS12
5.115.871-7	AQCS11 AQCS12
11.044.972-k	AQCS11 AQCS12
18.874.552-k	AQCS22 AQCS21
12.958.253-7	AQCS11 AQCS13 AQCS12
9.074.794-k	AQCS22 AQCS21
5.285.085-1	AQCS13
9.206.873-k	AQCS22 AQCS21
11.882.466-k	AQCS13
16.201.939-2	AQCS11 AQCS13 AQCS12
10.040.909-7	AQCS11 AQCS13 AQCS12
16.699.829-8	AQCS22 AQCS21
19.830.549-9	AQCS11 AQCS13 AQCS12
8.070.134-9	AQCS11 AQCS13 AQCS12
21.223.603-9	AQCS11 AQCS13 AQCS12
8.188.670-9	AQCS22 AQCS21
18.295.175-7	AQCS22 AQCS21
9.392.939-k	AQCS13
13.445.387-7	AQCS22 AQCS21
17.096.477-2	AQCS22 AQCS21
7.106.352-6	AQCS22 AQCS21
20.577.670-2	AQCS22 AQCS21
6.754.448-k	AQCS22 AQCS21
12.003.153-8	AQCS22 AQCS21
16.387.585-3	AQCS22 AQCS21
14.963.222-k	AQCS22 AQCS21
8.999.808-5	AQCS11 AQCS13 AQCS12
15.395.610-3	AQCS22
9.461.147-4	AQCS11 AQCS13 AQCS12
19.645.497-7	AQCS11 AQCS13 AQCS12
14.434.583-5	AQCS22 AQCS21
13.578.963-1	AQCS22 AQCS21
18.517.029-2	AQCS22 AQCS21
15.862.886-4	AQCS11 AQCS13 AQCS12
18.393.381-7	AQCS11 AQCS13 AQCS12
11.039.653-8	AQCS11 AQCS13 AQCS12
5.817.493-9	AQCS11 AQCS13 AQCS12
6.028.088-6	AQCS11 AQCS13 AQCS12
5.817.991-4	AQCS22 AQCS21
13.143.814-1	AQCS22 AQCS21
13.897.662-9	AQCS11 AQCS13 AQCS12
17.284.559-2	AQCS22
16.197.429-3	AQCS11 AQCS13 AQCS12
9.686.854-5	AQCS22 AQCS21
13.103.606-k	AQCS11 AQCS13 AQCS12
19.406.633-3	AQCS11 AQCS13 AQCS12
18.316.967-k	AQCS22 AQCS21
8.595.656-6	AQCS13 AQCS12
13.931.955-9	AQCS11 AQCS13 AQCS12
8.323.764-3	AQCS11 AQCS13 AQCS12
18.620.789-k	AQCS22 AQCS21
5.719.892-3	AQCS22 AQCS21
8.461.051-8	AQCS22 AQCS21
21.386.368-1	AQCS11 AQCS12
13.242.062-9	AQCS22 AQCS21
19.792.875-1	AQCS11 AQCS13 AQCS12
6.926.260-k	AQCS22 AQCS21
10.444.663-9	AQCS11 AQCS13 AQCS12
20.694.085-9	AQCS22 AQCS21
14.058.720-6	AQCS22
11.315.433-k	AQCS22 AQCS21
8.402.389-2	AQCS11 AQCS13 AQCS12
21.058.326-2	AQCS11 AQCS13 AQCS12
8.369.197-2	AQCS22 AQCS21
5.778.226-9	AQCS11 AQCS13 AQCS12
15.907.667-9	AQCS11 AQCS13 AQCS12
12.824.304-6	AQCS22 AQCS21
8.828.704-5	AQCS13
17.913.510-8	AQCS11 AQCS13 AQCS12
5.568.722-6	AQCS22 AQCS21
15.823.954-k	AQCS11 AQCS13 AQCS12
20.069.741-3	AQCS22
5.158.015-k	AQCS22 AQCS21
20.204.814-5	AQCS13
9.430.544-6	AQCS22 AQCS21
18.229.028-9	AQCS22 AQCS21
17.397.489-2	AQCS13 AQCS12
10.484.637-8	AQCS22 AQCS21
18.114.455-6	AQCS22 AQCS21
10.861.983-k	AQCS11 AQCS13 AQCS12
8.088.444-3	AQCS22 AQCS21
5.787.797-9	AQCS22 AQCS21
19.492.600-6	AQCS11 AQCS13 AQCS12
12.397.943-5	AQCS11 AQCS12
11.746.857-7	AQCS13 AQCS12
12.324.477-k	AQCS22 AQCS21
21.955.624-1	AQCS11
6.195.388-4	AQCS11 AQCS13 AQCS12
19.314.991-k	AQCS11 AQCS13 AQCS12
10.969.688-9	AQCS22 AQCS21
15.877.763-k	AQCS11 AQCS13 AQCS12
11.190.643-2	AQCS11 AQCS13 AQCS12
5.128.326-k	AQCS22 AQCS21
14.016.362-7	AQCS22 AQCS21
8.739.394-1	AQCS22 AQCS21
11.823.881-8	AQCS22 AQCS21
11.372.733-k	AQCS22 AQCS21
13.211.065-4	AQCS11 AQCS13 AQCS12
14.442.228-7	AQCS11 AQCS13 AQCS12
15.243.823-k	AQCS22
19.743.539-9	AQCS22 AQCS21
17.446.101-5	AQCS22 AQCS21
9.773.847-5	AQCS22 AQCS21
5.883.522-6	AQCS13
18.054.750-9	AQCS11 AQCS13 AQCS12
20.659.350-4	AQCS22 AQCS21
13.934.068-k	AQCS22 AQCS21
5.369.368-7	AQCS11 AQCS13 AQCS12
5.020.528-2	AQCS13 AQCS12
5.686.815-1	AQCS22 AQCS21
7.220.942-7	AQCS22 AQCS21
7.916.396-1	AQCS22 AQCS21
20.042.334-8	AQCS22 AQCS21
20.950.773-k	AQCS22 AQCS21
19.068.146-7	AQCS11 AQCS13 AQCS12
11.748.931-k	AQCS11 AQCS13 AQCS12
15.471.549-5	AQCS22 AQCS21
15.528.774-8	AQCS11 AQCS13 AQCS12
18.432.695-7	AQCS22 AQCS21
18.074.806-7	AQCS22 AQCS21
20.674.455-3	AQCS22 AQCS21
12.361.894-7	AQCS11 AQCS13 AQCS12
6.340.640-6	AQCS11 AQCS13 AQCS12
6.265.989-k	AQCS11 AQCS13 AQCS12
14.727.786-5	AQCS11 AQCS13 AQCS12
9.242.200-3	AQCS22 AQCS21
10.094.762-5	AQCS22 AQCS21
19.937.555-5	AQCS11 AQCS13 AQCS12
17.843.432-2	AQCS11 AQCS13 AQCS12
6.776.462-5	AQCS11 AQCS13 AQCS12
5.173.111-5	AQCS22
21.843.341-3	AQCS22 AQCS21
13.051.722-6	AQCS11 AQCS13 AQCS12
13.929.899-3	AQCS22 AQCS21
12.315.446-k	AQCS22 AQCS21
15.254.983-k	AQCS22 AQCS21
16.589.718-8	AQCS11 AQCS13 AQCS12
7.601.277-6	AQCS11
18.687.514-1	AQCS22 AQCS21
11.264.410-5	AQCS11 AQCS13 AQCS12
11.017.428-4	AQCS13
18.491.618-5	AQCS11 AQCS13 AQCS12
7.842.452-4	AQCS22
19.953.806-3	AQCS11 AQCS13 AQCS12
11.761.727-k	AQCS22 AQCS21
16.045.819-4	AQCS11 AQCS13 AQCS12
17.963.135-k	AQCS22 AQCS21
18.106.342-4	AQCS11 AQCS13 AQCS12
5.722.478-9	AQCS11 AQCS13 AQCS12
10.602.866-4	AQCS11 AQCS13 AQCS12
10.932.127-3	AQCS22 AQCS21
9.492.383-2	AQCS11 AQCS13 AQCS12
5.636.672-5	AQCS13 AQCS12
13.673.077-k	AQCS11 AQCS13 AQCS12
14.361.116-7	AQCS22 AQCS21
15.575.332-3	AQCS22 AQCS21
13.553.432-3	AQCS22 AQCS21
6.696.628-3	AQCS11 AQCS13 AQCS12
5.336.684-8	AQCS11 AQCS13 AQCS12
17.282.824-8	AQCS11 AQCS13 AQCS12
13.801.320-k	AQCS22 AQCS21
18.065.219-1	AQCS11 AQCS13 AQCS12
16.788.303-6	AQCS22 AQCS21
14.931.639-6	AQCS11 AQCS13 AQCS12
19.697.323-k	AQCS11 AQCS13 AQCS12
9.990.917-k	AQCS11 AQCS13 AQCS12
5.247.293-8	AQCS11 AQCS13 AQCS12
19.024.944-1	AQCS22 AQCS21
20.956.084-4	AQCS22 AQCS21
7.473.647-5	AQCS22 AQCS21
10.483.331-4	AQCS22 AQCS21
12.800.650-8	AQCS22
7.617.480-6	AQCS11 AQCS13 AQCS12
19.033.660-3	AQCS11 AQCS13 AQCS12
12.847.069-7	AQCS11 AQCS13 AQCS12
12.947.064-k	AQCS11 AQCS12
10.938.292-2	AQCS11 AQCS13 AQCS12
11.348.962-6	AQCS11 AQCS13 AQCS12
14.970.888-k	AQCS11 AQCS12
14.168.500-7	AQCS22 AQCS21
21.550.244-9	AQCS22
13.068.073-9	AQCS11 AQCS13 AQCS12
19.611.281-2	AQCS22 AQCS21
15.592.089-k	AQCS11 AQCS13 AQCS12
15.075.818-1	AQCS22 AQCS21
15.989.274-3	AQCS11 AQCS13 AQCS12
19.194.960-9	AQCS22 AQCS21
14.196.720-7	AQCS11 AQCS13 AQCS12
17.653.893-7	AQCS11 AQCS13 AQCS12
13.369.287-8	AQCS11 AQCS13 AQCS12
17.865.371-7	AQCS11 AQCS13 AQCS12
9.328.938-2	AQCS22 AQCS21
16.623.995-8	AQCS22 AQCS21
18.449.123-k	AQCS22
7.704.075-7	AQCS11 AQCS13 AQCS12
15.629.823-9	AQCS13 AQCS12
11.112.714-k	AQCS22 AQCS21
15.295.135-3	AQCS22 AQCS21
20.935.448-9	AQCS11 AQCS13 AQCS12
15.760.938-6	AQCS13 AQCS12
6.000.816-7	AQCS11 AQCS13 AQCS12
9.898.028-8	AQCS11 AQCS13 AQCS12
20.776.550-3	AQCS11 AQCS13 AQCS12
9.675.135-4	AQCS11 AQCS13 AQCS12
17.129.114-3	AQCS11 AQCS13 AQCS12
7.777.744-k	AQCS11 AQCS13 AQCS12
21.318.808-9	AQCS11 AQCS12
9.655.434-6	AQCS22
14.054.687-9	AQCS11 AQCS13 AQCS12
6.269.229-4	AQCS13 AQCS12
19.852.892-7	AQCS11 AQCS13 AQCS12
12.029.097-5	AQCS11 AQCS13 AQCS12
19.402.734-6	AQCS22 AQCS21
16.957.252-6	AQCS11 AQCS13 AQCS12
21.534.489-4	AQCS22 AQCS21
8.749.329-6	AQCS11 AQCS13 AQCS12
5.265.939-6	AQCS11 AQCS13 AQCS12
17.826.572-5	AQCS22 AQCS21
12.482.645-4	AQCS22 AQCS21
11.956.081-k	AQCS22 AQCS21
21.249.181-k	AQCS11 AQCS13 AQCS12
11.879.054-5	AQCS11 AQCS13 AQCS12
19.790.101-2	AQCS22 AQCS21
14.750.314-8	AQCS22 AQCS21
6.525.221-k	AQCS22 AQCS21
16.759.227-9	AQCS22 AQCS21
5.339.921-5	AQCS22 AQCS21
13.098.029-5	AQCS11 AQCS13 AQCS12
11.377.111-9	AQCS11 AQCS13 AQCS12
14.657.592-7	AQCS22 AQCS21
5.877.058-2	AQCS22 AQCS21
12.824.855-2	AQCS11 AQCS13 AQCS12
8.471.665-k	AQCS11
18.243.325-k	AQCS22 AQCS21
18.396.774-6	AQCS22 AQCS21
15.660.532-8	AQCS11 AQCS13 AQCS12
21.987.306-9	AQCS11 AQCS13 AQCS12
13.940.021-6	AQCS22 AQCS21
19.374.607-1	AQCS11 AQCS13 AQCS12
10.962.307-5	AQCS22 AQCS21
5.219.726-k	AQCS22 AQCS21
18.979.311-1	AQCS22 AQCS21
5.769.941-8	AQCS13 AQCS12
5.026.953-1	AQCS11 AQCS13 AQCS12
5.713.333-3	AQCS22 AQCS21
8.697.743-5	AQCS13
16.048.786-k	AQCS22 AQCS21
6.776.695-4	AQCS11 AQCS13 AQCS12
17.104.832-k	AQCS11 AQCS12
18.378.796-9	AQCS11 AQCS13 AQCS12
6.188.671-k	AQCS22 AQCS21
11.467.489-3	AQCS11 AQCS13 AQCS12
15.752.186-1	AQCS11 AQCS13 AQCS12
19.034.923-3	AQCS11 AQCS13 AQCS12
21.920.413-2	AQCS11 AQCS13 AQCS12
15.463.484-3	AQCS22
20.411.308-4	AQCS22 AQCS21
21.517.700-9	AQCS11 AQCS13 AQCS12
17.878.731-4	AQCS11 AQCS13 AQCS12
11.104.575-5	AQCS11 AQCS13 AQCS12
16.774.460-5	AQCS13 AQCS12
18.145.045-2	AQCS11 AQCS13 AQCS12
15.569.126-3	AQCS22 AQCS21
15.942.987-3	AQCS11 AQCS13 AQCS12
12.396.210-9	AQCS22 AQCS21
20.165.953-1	AQCS22 AQCS21
21.295.365-2	AQCS22 AQCS21
20.154.274-k	AQCS22 AQCS21
10.749.786-2	AQCS22 AQCS21
8.344.277-8	AQCS11 AQCS13 AQCS12
18.962.693-2	AQCS11 AQCS13 AQCS12
9.030.134-9	AQCS11 AQCS13 AQCS12
10.237.926-8	AQCS22 AQCS21
14.731.087-k	AQCS22 AQCS21
15.968.918-2	AQCS22 AQCS21
16.309.177-1	AQCS22 AQCS21
14.532.546-3	AQCS11 AQCS13 AQCS12
15.501.960-3	AQCS22 AQCS21
10.642.865-4	AQCS22 AQCS21
13.640.742-2	AQCS11 AQCS13 AQCS12
16.701.410-k	AQCS22 AQCS21
9.953.357-9	AQCS11 AQCS13 AQCS12
18.911.623-3	AQCS22
21.857.624-9	AQCS22 AQCS21
5.863.048-9	AQCS22 AQCS21
10.897.452-4	AQCS22 AQCS21
5.336.827-1	AQCS22 AQCS21
6.431.073-9	AQCS11 AQCS13 AQCS12
12.454.822-5	AQCS11 AQCS13 AQCS12
17.525.924-4	AQCS11 AQCS13 AQCS12
20.263.542-3	AQCS13 AQCS12
21.263.913-3	AQCS22 AQCS21
20.282.059-k	AQCS22 AQCS21
8.707.306-8	AQCS11 AQCS13 AQCS12
5.533.605-9	AQCS22
19.398.262-k	AQCS11 AQCS13 AQCS12
6.166.531-5	AQCS22 AQCS21
20.115.414-6	AQCS11 AQCS13 AQCS12
14.874.370-3	AQCS22 AQCS21
15.509.593-8	AQCS11 AQCS13 AQCS12
11.151.459-3	AQCS11 AQCS13 AQCS12
12.266.452-k	AQCS11 AQCS13 AQCS12
10.987.129-k	AQCS22 AQCS21
14.471.039-8	AQCS22 AQCS21
12.015.310-2	AQCS22 AQCS21
15.706.499-1	AQCS13 AQCS12
13.501.507-5	AQCS22 AQCS21
16.560.526-8	AQCS11 AQCS13 AQCS12
19.211.813-1	AQCS11 AQCS13 AQCS12
16.599.352-7	AQCS13 AQCS12
19.712.873-9	AQCS22 AQCS21
18.633.309-8	AQCS11 AQCS13 AQCS12
11.438.949-8	AQCS11 AQCS13 AQCS12
7.752.445-2	AQCS22 AQCS21
10.612.123-k	AQCS11 AQCS13 AQCS12
15.561.615-6	AQCS22 AQCS21
13.588.649-1	AQCS11 AQCS13 AQCS12
11.819.175-7	AQCS11 AQCS13 AQCS12
18.621.797-7	AQCS13 AQCS12
